* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net1,Net2,path,device,terminalA,terminalB
TAG	,	Net1	,	Net2	,	Path	,	Device	,	TerminalA	,	TerminalB
bridge_1351	,	VSS!	,	DUT.I51.I162.I140.net49	,	DUT.I51.I162.I140.M128	,	nreg	,	s	,	d
bridge_1352	,	VSS!	,	DUT.I51.I162.I140.net38	,	DUT.I51.I162.I140.M120	,	nreg	,	s	,	d
bridge_1353	,	VSS!	,	DUT.I51.I162.I140.net36	,	DUT.I51.I162.I140.M51	,	nreg	,	s	,	d
bridge_1354	,	VSS!	,	DUT.I51.I162.I139.net52	,	DUT.I51.I162.I139.M121	,	nreg	,	s	,	d
bridge_1355	,	VSS!	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.M121	,	nreg	,	s	,	g
bridge_1356	,	VSS!	,	DUT.I51.I162.I139.b	,	DUT.I51.I162.I139.M51	,	nreg	,	s	,	g
bridge_1357	,	VSS!	,	DUT.I51.I162.I139.net47	,	DUT.I51.I162.I139.M132	,	nreg	,	s	,	d
bridge_1358	,	VSS!	,	DUT.I51.I162.I139.a	,	DUT.I51.I162.I139.M45	,	nreg	,	s	,	d
bridge_1359	,	VSS!	,	DUT.I51.I162.I139.net49	,	DUT.I51.I162.I139.M128	,	nreg	,	s	,	d
bridge_1360	,	VSS!	,	DUT.I51.I162.I139.net38	,	DUT.I51.I162.I139.M120	,	nreg	,	s	,	d
bridge_1361	,	VSS!	,	DUT.I51.I162.I139.net36	,	DUT.I51.I162.I139.M51	,	nreg	,	s	,	d
bridge_1362	,	VSS!	,	DUT.I51.I162.I138.net52	,	DUT.I51.I162.I138.M121	,	nreg	,	s	,	d
bridge_1363	,	VSS!	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.M121	,	nreg	,	s	,	g
bridge_1364	,	VSS!	,	DUT.I51.I162.I138.b	,	DUT.I51.I162.I138.M51	,	nreg	,	s	,	g
bridge_1365	,	VSS!	,	DUT.I51.I162.I138.net47	,	DUT.I51.I162.I138.M132	,	nreg	,	s	,	d
bridge_1366	,	VSS!	,	DUT.I51.I162.I138.a	,	DUT.I51.I162.I138.M45	,	nreg	,	s	,	d
bridge_1367	,	VSS!	,	DUT.I51.I162.I138.net49	,	DUT.I51.I162.I138.M128	,	nreg	,	s	,	d
bridge_1368	,	VSS!	,	DUT.I51.I162.I138.net38	,	DUT.I51.I162.I138.M120	,	nreg	,	s	,	d
bridge_1369	,	VSS!	,	DUT.I51.I162.I138.net36	,	DUT.I51.I162.I138.M51	,	nreg	,	s	,	d
bridge_1370	,	VSS!	,	DUT.I51.I170.net9	,	DUT.I51.I170.I146.ntrans11	,	nreg	,	s	,	d
bridge_1371	,	VSS!	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.M132	,	nreg	,	s	,	g
bridge_1372	,	VSS!	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.M128	,	nreg	,	s	,	g
bridge_1373	,	VSS!	,	DUT.I51.I170.net9	,	DUT.I51.I170.I141.M120	,	nreg	,	s	,	g
bridge_1374	,	VSS!	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.M132	,	nreg	,	s	,	g
bridge_1375	,	VSS!	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.M128	,	nreg	,	s	,	g
bridge_1376	,	VSS!	,	DUT.I51.I170.net9	,	DUT.I51.I170.I139.M120	,	nreg	,	s	,	g
bridge_1377	,	VSS!	,	DUT.I51.I170.net20	,	DUT.I51.I170.I0.ntrans22	,	nreg	,	s	,	d
bridge_1378	,	VSS!	,	DUT.I51.I170.net20	,	DUT.I51.I170.I140.M45	,	nreg	,	s	,	g
bridge_1379	,	VSS!	,	DUT.I51.I170.net010	,	DUT.I51.I170.I139.M54	,	nreg	,	s	,	g
bridge_1380	,	VSS!	,	DUT.I51.I170.net13	,	DUT.I51.I170.I160.ntrans20	,	nreg	,	s	,	g
bridge_1381	,	VSS!	,	DUT.I51.I170.net13	,	DUT.I51.I170.I141.M54	,	nreg	,	s	,	g
bridge_1382	,	VSS!	,	DUT.I51.I170.net18	,	DUT.I51.I170.I160.ntrans22	,	nreg	,	s	,	d
bridge_1383	,	VSS!	,	DUT.I51.I170.net18	,	DUT.I51.I170.I138.M45	,	nreg	,	s	,	g
bridge_1384	,	VSS!	,	DUT.I51.I170.net19	,	DUT.I51.I170.I153.ntrans22	,	nreg	,	s	,	d
bridge_1385	,	VSS!	,	DUT.I51.I170.net19	,	DUT.I51.I170.I141.M45	,	nreg	,	s	,	g
bridge_1386	,	VSS!	,	DUT.I51.I170.net22	,	DUT.I51.I170.I141.M54	,	nreg	,	s	,	d
bridge_1387	,	VSS!	,	DUT.I51.I170.net23	,	DUT.I51.I170.I140.M54	,	nreg	,	s	,	g
bridge_1388	,	VSS!	,	DUT.I51.I170.net14	,	DUT.I51.I170.I139.M45	,	nreg	,	s	,	g
bridge_1389	,	VSS!	,	DUT.I51.I170.net14	,	DUT.I51.I170.I138.M54	,	nreg	,	s	,	d
bridge_1390	,	VSS!	,	DUT.I51.I170.net24	,	DUT.I51.I170.I138.M54	,	nreg	,	s	,	g
bridge_1391	,	VSS!	,	DUT.I51.I170.I0.net39	,	DUT.I51.I170.I0.ntrans22	,	nreg	,	s	,	g
bridge_1392	,	VSS!	,	DUT.I51.I170.I0.net32	,	DUT.I51.I170.I0.ntrans20	,	nreg	,	s	,	d
bridge_1393	,	VSS!	,	DUT.I51.I170.I160.net39	,	DUT.I51.I170.I160.ntrans22	,	nreg	,	s	,	g
bridge_1394	,	VSS!	,	DUT.I51.I170.I160.net32	,	DUT.I51.I170.I160.ntrans20	,	nreg	,	s	,	d
bridge_1395	,	VSS!	,	DUT.I51.I170.I153.net39	,	DUT.I51.I170.I153.ntrans22	,	nreg	,	s	,	g
bridge_1396	,	VSS!	,	DUT.I51.I170.I153.net32	,	DUT.I51.I170.I153.ntrans20	,	nreg	,	s	,	d
bridge_1397	,	VSS!	,	DUT.I51.I170.I141.net52	,	DUT.I51.I170.I141.M121	,	nreg	,	s	,	d
bridge_1398	,	VSS!	,	DUT.I51.I170.I141.b	,	DUT.I51.I170.I141.M121	,	nreg	,	s	,	g
bridge_1399	,	VSS!	,	DUT.I51.I170.I141.b	,	DUT.I51.I170.I141.M51	,	nreg	,	s	,	g
bridge_1400	,	VSS!	,	DUT.I51.I170.I141.net47	,	DUT.I51.I170.I141.M132	,	nreg	,	s	,	d
bridge_1401	,	VSS!	,	DUT.I51.I170.I141.a	,	DUT.I51.I170.I141.M45	,	nreg	,	s	,	d
bridge_1402	,	VSS!	,	DUT.I51.I170.I141.net49	,	DUT.I51.I170.I141.M128	,	nreg	,	s	,	d
bridge_1403	,	VSS!	,	DUT.I51.I170.I141.net38	,	DUT.I51.I170.I141.M120	,	nreg	,	s	,	d
bridge_1404	,	VSS!	,	DUT.I51.I170.I141.net36	,	DUT.I51.I170.I141.M51	,	nreg	,	s	,	d
bridge_1405	,	VSS!	,	DUT.I51.I170.I140.net52	,	DUT.I51.I170.I140.M121	,	nreg	,	s	,	d
bridge_1406	,	VSS!	,	DUT.I51.I170.I140.b	,	DUT.I51.I170.I140.M121	,	nreg	,	s	,	g
bridge_1407	,	VSS!	,	DUT.I51.I170.I140.b	,	DUT.I51.I170.I140.M51	,	nreg	,	s	,	g
bridge_1408	,	VSS!	,	DUT.I51.I170.I140.net47	,	DUT.I51.I170.I140.M132	,	nreg	,	s	,	d
bridge_1409	,	VSS!	,	DUT.I51.I170.I140.a	,	DUT.I51.I170.I140.M45	,	nreg	,	s	,	d
bridge_1410	,	VSS!	,	DUT.I51.I170.I140.net49	,	DUT.I51.I170.I140.M128	,	nreg	,	s	,	d
bridge_1411	,	VSS!	,	DUT.I51.I170.I140.net38	,	DUT.I51.I170.I140.M120	,	nreg	,	s	,	d
bridge_1412	,	VSS!	,	DUT.I51.I170.I140.net36	,	DUT.I51.I170.I140.M51	,	nreg	,	s	,	d
bridge_1413	,	VSS!	,	DUT.I51.I170.I139.net52	,	DUT.I51.I170.I139.M121	,	nreg	,	s	,	d
bridge_1414	,	VSS!	,	DUT.I51.I170.I139.b	,	DUT.I51.I170.I139.M121	,	nreg	,	s	,	g
bridge_1415	,	VSS!	,	DUT.I51.I170.I139.b	,	DUT.I51.I170.I139.M51	,	nreg	,	s	,	g
bridge_1416	,	VSS!	,	DUT.I51.I170.I139.net47	,	DUT.I51.I170.I139.M132	,	nreg	,	s	,	d
bridge_1417	,	VSS!	,	DUT.I51.I170.I139.a	,	DUT.I51.I170.I139.M45	,	nreg	,	s	,	d
bridge_1418	,	VSS!	,	DUT.I51.I170.I139.net49	,	DUT.I51.I170.I139.M128	,	nreg	,	s	,	d
bridge_1419	,	VSS!	,	DUT.I51.I170.I139.net38	,	DUT.I51.I170.I139.M120	,	nreg	,	s	,	d
bridge_1420	,	VSS!	,	DUT.I51.I170.I139.net36	,	DUT.I51.I170.I139.M51	,	nreg	,	s	,	d
bridge_1421	,	VSS!	,	DUT.I51.I170.I138.net52	,	DUT.I51.I170.I138.M121	,	nreg	,	s	,	d
bridge_1422	,	VSS!	,	DUT.I51.I170.I138.b	,	DUT.I51.I170.I138.M121	,	nreg	,	s	,	g
bridge_1423	,	VSS!	,	DUT.I51.I170.I138.b	,	DUT.I51.I170.I138.M51	,	nreg	,	s	,	g
bridge_1424	,	VSS!	,	DUT.I51.I170.I138.net47	,	DUT.I51.I170.I138.M132	,	nreg	,	s	,	d
bridge_1425	,	VSS!	,	DUT.I51.I170.I138.a	,	DUT.I51.I170.I138.M45	,	nreg	,	s	,	d
bridge_1426	,	VSS!	,	DUT.I51.I170.I138.net49	,	DUT.I51.I170.I138.M128	,	nreg	,	s	,	d
bridge_1427	,	VSS!	,	DUT.I51.I170.I138.net38	,	DUT.I51.I170.I138.M120	,	nreg	,	s	,	d
bridge_1428	,	VSS!	,	DUT.I51.I170.I138.net36	,	DUT.I51.I170.I138.M51	,	nreg	,	s	,	d
bridge_1429	,	VSS!	,	DUT.I51.I169.net9	,	DUT.I51.I169.I146.ntrans11	,	nreg	,	s	,	d
bridge_1430	,	VSS!	,	DUT.I51.I169.net9	,	DUT.I51.I169.I141.M132	,	nreg	,	s	,	g
bridge_1431	,	VSS!	,	DUT.I51.I169.net9	,	DUT.I51.I169.I141.M128	,	nreg	,	s	,	g
bridge_1432	,	VSS!	,	DUT.I51.I169.net9	,	DUT.I51.I169.I141.M120	,	nreg	,	s	,	g
bridge_1433	,	VSS!	,	DUT.I51.I169.net9	,	DUT.I51.I169.I139.M132	,	nreg	,	s	,	g
bridge_1434	,	VSS!	,	DUT.I51.I169.net9	,	DUT.I51.I169.I139.M128	,	nreg	,	s	,	g
bridge_1435	,	VSS!	,	DUT.I51.I169.net9	,	DUT.I51.I169.I139.M120	,	nreg	,	s	,	g
bridge_1436	,	VSS!	,	DUT.I51.I169.net20	,	DUT.I51.I169.I0.ntrans22	,	nreg	,	s	,	d
bridge_1437	,	VSS!	,	DUT.I51.I169.net20	,	DUT.I51.I169.I140.M45	,	nreg	,	s	,	g
bridge_1438	,	VSS!	,	DUT.I51.I169.net010	,	DUT.I51.I169.I139.M54	,	nreg	,	s	,	g
bridge_1439	,	VSS!	,	DUT.I51.I169.net13	,	DUT.I51.I169.I160.ntrans20	,	nreg	,	s	,	g
bridge_1440	,	VSS!	,	DUT.I51.I169.net13	,	DUT.I51.I169.I141.M54	,	nreg	,	s	,	g
bridge_1441	,	VSS!	,	DUT.I51.I169.net18	,	DUT.I51.I169.I160.ntrans22	,	nreg	,	s	,	d
bridge_1442	,	VSS!	,	DUT.I51.I169.net18	,	DUT.I51.I169.I138.M45	,	nreg	,	s	,	g
bridge_1443	,	VSS!	,	DUT.I51.I169.net19	,	DUT.I51.I169.I153.ntrans22	,	nreg	,	s	,	d
bridge_1444	,	VSS!	,	DUT.I51.I169.net19	,	DUT.I51.I169.I141.M45	,	nreg	,	s	,	g
bridge_1445	,	VSS!	,	DUT.I51.I169.net22	,	DUT.I51.I169.I141.M54	,	nreg	,	s	,	d
bridge_1446	,	VSS!	,	DUT.I51.I169.net23	,	DUT.I51.I169.I140.M54	,	nreg	,	s	,	g
bridge_1447	,	VSS!	,	DUT.I51.I169.net14	,	DUT.I51.I169.I139.M45	,	nreg	,	s	,	g
bridge_1448	,	VSS!	,	DUT.I51.I169.net14	,	DUT.I51.I169.I138.M54	,	nreg	,	s	,	d
bridge_1449	,	VSS!	,	DUT.I51.I169.net24	,	DUT.I51.I169.I138.M54	,	nreg	,	s	,	g
bridge_1450	,	VSS!	,	DUT.I51.I169.I0.net39	,	DUT.I51.I169.I0.ntrans22	,	nreg	,	s	,	g
bridge_1451	,	VSS!	,	DUT.I51.I169.I0.net32	,	DUT.I51.I169.I0.ntrans20	,	nreg	,	s	,	d
bridge_1452	,	VSS!	,	DUT.I51.I169.I160.net39	,	DUT.I51.I169.I160.ntrans22	,	nreg	,	s	,	g
bridge_1453	,	VSS!	,	DUT.I51.I169.I160.net32	,	DUT.I51.I169.I160.ntrans20	,	nreg	,	s	,	d
bridge_1454	,	VSS!	,	DUT.I51.I169.I153.net39	,	DUT.I51.I169.I153.ntrans22	,	nreg	,	s	,	g
bridge_1455	,	VSS!	,	DUT.I51.I169.I153.net32	,	DUT.I51.I169.I153.ntrans20	,	nreg	,	s	,	d
bridge_1456	,	VSS!	,	DUT.I51.I169.I141.net52	,	DUT.I51.I169.I141.M121	,	nreg	,	s	,	d
bridge_1457	,	VSS!	,	DUT.I51.I169.I141.b	,	DUT.I51.I169.I141.M121	,	nreg	,	s	,	g
bridge_1458	,	VSS!	,	DUT.I51.I169.I141.b	,	DUT.I51.I169.I141.M51	,	nreg	,	s	,	g
bridge_1459	,	VSS!	,	DUT.I51.I169.I141.net47	,	DUT.I51.I169.I141.M132	,	nreg	,	s	,	d
bridge_1460	,	VSS!	,	DUT.I51.I169.I141.a	,	DUT.I51.I169.I141.M45	,	nreg	,	s	,	d
bridge_1461	,	VSS!	,	DUT.I51.I169.I141.net49	,	DUT.I51.I169.I141.M128	,	nreg	,	s	,	d
bridge_1462	,	VSS!	,	DUT.I51.I169.I141.net38	,	DUT.I51.I169.I141.M120	,	nreg	,	s	,	d
bridge_1463	,	VSS!	,	DUT.I51.I169.I141.net36	,	DUT.I51.I169.I141.M51	,	nreg	,	s	,	d
bridge_1464	,	VSS!	,	DUT.I51.I169.I140.net52	,	DUT.I51.I169.I140.M121	,	nreg	,	s	,	d
bridge_1465	,	VSS!	,	DUT.I51.I169.I140.b	,	DUT.I51.I169.I140.M121	,	nreg	,	s	,	g
bridge_1466	,	VSS!	,	DUT.I51.I169.I140.b	,	DUT.I51.I169.I140.M51	,	nreg	,	s	,	g
bridge_1467	,	VSS!	,	DUT.I51.I169.I140.net47	,	DUT.I51.I169.I140.M132	,	nreg	,	s	,	d
bridge_1468	,	VSS!	,	DUT.I51.I169.I140.a	,	DUT.I51.I169.I140.M45	,	nreg	,	s	,	d
bridge_1469	,	VSS!	,	DUT.I51.I169.I140.net49	,	DUT.I51.I169.I140.M128	,	nreg	,	s	,	d
bridge_1470	,	VSS!	,	DUT.I51.I169.I140.net38	,	DUT.I51.I169.I140.M120	,	nreg	,	s	,	d
bridge_1471	,	VSS!	,	DUT.I51.I169.I140.net36	,	DUT.I51.I169.I140.M51	,	nreg	,	s	,	d
bridge_1472	,	VSS!	,	DUT.I51.I169.I139.net52	,	DUT.I51.I169.I139.M121	,	nreg	,	s	,	d
bridge_1473	,	VSS!	,	DUT.I51.I169.I139.b	,	DUT.I51.I169.I139.M121	,	nreg	,	s	,	g
bridge_1474	,	VSS!	,	DUT.I51.I169.I139.b	,	DUT.I51.I169.I139.M51	,	nreg	,	s	,	g
bridge_1475	,	VSS!	,	DUT.I51.I169.I139.net47	,	DUT.I51.I169.I139.M132	,	nreg	,	s	,	d
bridge_1476	,	VSS!	,	DUT.I51.I169.I139.a	,	DUT.I51.I169.I139.M45	,	nreg	,	s	,	d
bridge_1477	,	VSS!	,	DUT.I51.I169.I139.net49	,	DUT.I51.I169.I139.M128	,	nreg	,	s	,	d
bridge_1478	,	VSS!	,	DUT.I51.I169.I139.net38	,	DUT.I51.I169.I139.M120	,	nreg	,	s	,	d
bridge_1479	,	VSS!	,	DUT.I51.I169.I139.net36	,	DUT.I51.I169.I139.M51	,	nreg	,	s	,	d
bridge_1480	,	VSS!	,	DUT.I51.I169.I138.net52	,	DUT.I51.I169.I138.M121	,	nreg	,	s	,	d
bridge_1481	,	VSS!	,	DUT.I51.I169.I138.b	,	DUT.I51.I169.I138.M121	,	nreg	,	s	,	g
bridge_1482	,	VSS!	,	DUT.I51.I169.I138.b	,	DUT.I51.I169.I138.M51	,	nreg	,	s	,	g
bridge_1483	,	VSS!	,	DUT.I51.I169.I138.net47	,	DUT.I51.I169.I138.M132	,	nreg	,	s	,	d
bridge_1484	,	VSS!	,	DUT.I51.I169.I138.a	,	DUT.I51.I169.I138.M45	,	nreg	,	s	,	d
bridge_1485	,	VSS!	,	DUT.I51.I169.I138.net49	,	DUT.I51.I169.I138.M128	,	nreg	,	s	,	d
bridge_1486	,	VSS!	,	DUT.I51.I169.I138.net38	,	DUT.I51.I169.I138.M120	,	nreg	,	s	,	d
bridge_1487	,	VSS!	,	DUT.I51.I169.I138.net36	,	DUT.I51.I169.I138.M51	,	nreg	,	s	,	d
bridge_1488	,	VSS!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I146.ntrans11	,	nreg	,	s	,	d
bridge_1489	,	VSS!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I141.M132	,	nreg	,	s	,	g
bridge_1490	,	VSS!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I141.M128	,	nreg	,	s	,	g
bridge_1491	,	VSS!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I141.M120	,	nreg	,	s	,	g
bridge_1492	,	VSS!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I139.M132	,	nreg	,	s	,	g
bridge_1493	,	VSS!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I139.M128	,	nreg	,	s	,	g
bridge_1494	,	VSS!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I139.M120	,	nreg	,	s	,	g
bridge_1495	,	VSS!	,	DUT.I51.I168.net20	,	DUT.I51.I168.I0.ntrans22	,	nreg	,	s	,	d
bridge_1496	,	VSS!	,	DUT.I51.I168.net20	,	DUT.I51.I168.I140.M45	,	nreg	,	s	,	g
bridge_1497	,	VSS!	,	DUT.I51.I168.net010	,	DUT.I51.I168.I139.M54	,	nreg	,	s	,	g
bridge_1498	,	VSS!	,	DUT.I51.I168.net13	,	DUT.I51.I168.I160.ntrans20	,	nreg	,	s	,	g
bridge_1499	,	VSS!	,	DUT.I51.I168.net13	,	DUT.I51.I168.I141.M54	,	nreg	,	s	,	g
bridge_1500	,	VSS!	,	DUT.I51.I168.net18	,	DUT.I51.I168.I160.ntrans22	,	nreg	,	s	,	d
bridge_1501	,	VSS!	,	DUT.I51.I168.net18	,	DUT.I51.I168.I138.M45	,	nreg	,	s	,	g
bridge_1502	,	VSS!	,	DUT.I51.I168.net19	,	DUT.I51.I168.I153.ntrans22	,	nreg	,	s	,	d
bridge_1503	,	VSS!	,	DUT.I51.I168.net19	,	DUT.I51.I168.I141.M45	,	nreg	,	s	,	g
bridge_1504	,	VSS!	,	DUT.I51.I168.net22	,	DUT.I51.I168.I141.M54	,	nreg	,	s	,	d
bridge_1505	,	VSS!	,	DUT.I51.I168.net23	,	DUT.I51.I168.I140.M54	,	nreg	,	s	,	g
bridge_1506	,	VSS!	,	DUT.I51.I168.net14	,	DUT.I51.I168.I139.M45	,	nreg	,	s	,	g
bridge_1507	,	VSS!	,	DUT.I51.I168.net14	,	DUT.I51.I168.I138.M54	,	nreg	,	s	,	d
bridge_1508	,	VSS!	,	DUT.I51.I168.net24	,	DUT.I51.I168.I138.M54	,	nreg	,	s	,	g
bridge_1509	,	VSS!	,	DUT.I51.I168.I0.net39	,	DUT.I51.I168.I0.ntrans22	,	nreg	,	s	,	g
bridge_1510	,	VSS!	,	DUT.I51.I168.I0.net32	,	DUT.I51.I168.I0.ntrans20	,	nreg	,	s	,	d
bridge_1511	,	VSS!	,	DUT.I51.I168.I160.net39	,	DUT.I51.I168.I160.ntrans22	,	nreg	,	s	,	g
bridge_1512	,	VSS!	,	DUT.I51.I168.I160.net32	,	DUT.I51.I168.I160.ntrans20	,	nreg	,	s	,	d
bridge_1513	,	VSS!	,	DUT.I51.I168.I153.net39	,	DUT.I51.I168.I153.ntrans22	,	nreg	,	s	,	g
bridge_1514	,	VSS!	,	DUT.I51.I168.I153.net32	,	DUT.I51.I168.I153.ntrans20	,	nreg	,	s	,	d
bridge_1515	,	VSS!	,	DUT.I51.I168.I141.net52	,	DUT.I51.I168.I141.M121	,	nreg	,	s	,	d
bridge_1516	,	VSS!	,	DUT.I51.I168.I141.b	,	DUT.I51.I168.I141.M121	,	nreg	,	s	,	g
bridge_1517	,	VSS!	,	DUT.I51.I168.I141.b	,	DUT.I51.I168.I141.M51	,	nreg	,	s	,	g
bridge_1518	,	VSS!	,	DUT.I51.I168.I141.net47	,	DUT.I51.I168.I141.M132	,	nreg	,	s	,	d
bridge_1519	,	VSS!	,	DUT.I51.I168.I141.a	,	DUT.I51.I168.I141.M45	,	nreg	,	s	,	d
bridge_1520	,	VSS!	,	DUT.I51.I168.I141.net49	,	DUT.I51.I168.I141.M128	,	nreg	,	s	,	d
bridge_1521	,	VSS!	,	DUT.I51.I168.I141.net38	,	DUT.I51.I168.I141.M120	,	nreg	,	s	,	d
bridge_1522	,	VSS!	,	DUT.I51.I168.I141.net36	,	DUT.I51.I168.I141.M51	,	nreg	,	s	,	d
bridge_1523	,	VSS!	,	DUT.I51.I168.I140.net52	,	DUT.I51.I168.I140.M121	,	nreg	,	s	,	d
bridge_1524	,	VSS!	,	DUT.I51.I168.I140.b	,	DUT.I51.I168.I140.M121	,	nreg	,	s	,	g
bridge_1525	,	VSS!	,	DUT.I51.I168.I140.b	,	DUT.I51.I168.I140.M51	,	nreg	,	s	,	g
bridge_1526	,	VSS!	,	DUT.I51.I168.I140.net47	,	DUT.I51.I168.I140.M132	,	nreg	,	s	,	d
bridge_1527	,	VSS!	,	DUT.I51.I168.I140.a	,	DUT.I51.I168.I140.M45	,	nreg	,	s	,	d
bridge_1528	,	VSS!	,	DUT.I51.I168.I140.net49	,	DUT.I51.I168.I140.M128	,	nreg	,	s	,	d
bridge_1529	,	VSS!	,	DUT.I51.I168.I140.net38	,	DUT.I51.I168.I140.M120	,	nreg	,	s	,	d
bridge_1530	,	VSS!	,	DUT.I51.I168.I140.net36	,	DUT.I51.I168.I140.M51	,	nreg	,	s	,	d
bridge_1531	,	VSS!	,	DUT.I51.I168.I139.net52	,	DUT.I51.I168.I139.M121	,	nreg	,	s	,	d
bridge_1532	,	VSS!	,	DUT.I51.I168.I139.b	,	DUT.I51.I168.I139.M121	,	nreg	,	s	,	g
bridge_1533	,	VSS!	,	DUT.I51.I168.I139.b	,	DUT.I51.I168.I139.M51	,	nreg	,	s	,	g
bridge_1534	,	VSS!	,	DUT.I51.I168.I139.net47	,	DUT.I51.I168.I139.M132	,	nreg	,	s	,	d
bridge_1535	,	VSS!	,	DUT.I51.I168.I139.a	,	DUT.I51.I168.I139.M45	,	nreg	,	s	,	d
bridge_1536	,	VSS!	,	DUT.I51.I168.I139.net49	,	DUT.I51.I168.I139.M128	,	nreg	,	s	,	d
bridge_1537	,	VSS!	,	DUT.I51.I168.I139.net38	,	DUT.I51.I168.I139.M120	,	nreg	,	s	,	d
bridge_1538	,	VSS!	,	DUT.I51.I168.I139.net36	,	DUT.I51.I168.I139.M51	,	nreg	,	s	,	d
bridge_1539	,	VSS!	,	DUT.I51.I168.I138.net52	,	DUT.I51.I168.I138.M121	,	nreg	,	s	,	d
bridge_1540	,	VSS!	,	DUT.I51.I168.I138.b	,	DUT.I51.I168.I138.M121	,	nreg	,	s	,	g
bridge_1541	,	VSS!	,	DUT.I51.I168.I138.b	,	DUT.I51.I168.I138.M51	,	nreg	,	s	,	g
bridge_1542	,	VSS!	,	DUT.I51.I168.I138.net47	,	DUT.I51.I168.I138.M132	,	nreg	,	s	,	d
bridge_1543	,	VSS!	,	DUT.I51.I168.I138.a	,	DUT.I51.I168.I138.M45	,	nreg	,	s	,	d
bridge_1544	,	VSS!	,	DUT.I51.I168.I138.net49	,	DUT.I51.I168.I138.M128	,	nreg	,	s	,	d
bridge_1545	,	VSS!	,	DUT.I51.I168.I138.net38	,	DUT.I51.I168.I138.M120	,	nreg	,	s	,	d
bridge_1546	,	VSS!	,	DUT.I51.I168.I138.net36	,	DUT.I51.I168.I138.M51	,	nreg	,	s	,	d
bridge_1547	,	VSS!	,	DUT.I51.I150.net7	,	DUT.I51.I150.M84	,	preg	,	d	,	g
bridge_1548	,	VSS!	,	DUT.I51.I150.net7	,	DUT.I51.I150.M0	,	nreg	,	s	,	g
bridge_1549	,	VSS!	,	DUT.I51.I150.net12	,	DUT.I51.I150.M90	,	preg	,	d	,	s
bridge_1550	,	VSS!	,	DUT.I51.I150.net6	,	DUT.I51.I150.M84	,	preg	,	d	,	s
bridge_1551	,	VSS!	,	DUT.I51.I150.net10	,	DUT.I51.I150.M0	,	nreg	,	s	,	d
bridge_1552	,	VSS!	,	DUT.I51.I150.net4	,	DUT.I51.I150.M82	,	nreg	,	s	,	d
bridge_1553	,	VSS!	,	DUT.I51.I9.net26	,	DUT.I51.I9.ntrans27	,	nreg	,	s	,	d
bridge_1554	,	VSS!	,	DUT.I51.I9.net26	,	DUT.I51.I9.ntrans26	,	nreg	,	s	,	d
bridge_1555	,	VSS!	,	DUT.I51.I9.net26	,	DUT.I51.I9.ntrans25	,	nreg	,	s	,	g
bridge_1556	,	VSS!	,	DUT.I51.I8.net26	,	DUT.I51.I8.ntrans27	,	nreg	,	s	,	d
bridge_1557	,	VSS!	,	DUT.I51.I8.net26	,	DUT.I51.I8.ntrans26	,	nreg	,	s	,	d
bridge_1558	,	VSS!	,	DUT.I51.I8.net26	,	DUT.I51.I8.ntrans25	,	nreg	,	s	,	g
bridge_1559	,	VSS!	,	DUT.I51.I1.net26	,	DUT.I51.I1.ntrans27	,	nreg	,	s	,	d
bridge_1560	,	VSS!	,	DUT.I51.I1.net26	,	DUT.I51.I1.ntrans26	,	nreg	,	s	,	d
bridge_1561	,	VSS!	,	DUT.I51.I1.net26	,	DUT.I51.I1.ntrans25	,	nreg	,	s	,	g
bridge_1562	,	VSS!	,	DUT.I51.I2.net26	,	DUT.I51.I2.ntrans27	,	nreg	,	s	,	d
